"","revenue","budget","primary_genre"
"14843",55583804,3e+07,"Action"
"14846",60222298,4.5e+07,"Thriller"
"14851",45236543,2.8e+07,"Action"
"14852",1429299,7e+06,"Comedy"
"14859",39041505,7e+07,"Adventure"
"14861",2.5e+07,1.4e+07,"Action"
"14866",8786375,1.5e+07,"Action"
"14873",54956140,2e+07,"Mystery"
"14874",114977104,2.5e+07,"Drama"
"14876",112462508,4.8e+07,"Comedy"
"14885",18469680,5600000,"Thriller"
"14892",42345360,1.2e+07,"Drama"
"14893",1025491110,2e+08,"Family"
"14895",94882889,1e+08,"War"
"14898",4750000,1.9e+07,"War"
"14900",52826594,5.2e+07,"Action"
"14910",29536299,1.7e+07,"Crime"
"14911",49779728,2e+07,"Comedy"
"14912",10329747,7300000,"Thriller"
"14916",56032889,1.6e+07,"Drama"
"14943",21409028,1.4e+07,"Comedy"
"14944",1.36e+08,4e+07,"Action"
"14946",985117,9e+06,"Comedy"
"14947",18097,3e+06,"Comedy"
"14951",1479042,2600000,"Horror"
"14958",1.5e+07,5e+06,"History"
"14964",18409891,3.2e+07,"Action"
"14969",2.9e+07,2.7e+07,"Horror"
"14978",64572262,3.6e+07,"Science Fiction"
"14979",8459458,1.5e+07,"Drama"
"14983",658000,373000,"Drama"
"14984",17112713,5e+06,"Crime"
"14985",494878759,1.65e+08,"Fantasy"
"14992",875386,1.4e+07,"Adventure"
"15006",1.4e+07,3.3e+07,"Action"
"15007",232713139,1.25e+08,"Adventure"
"15013",44462,3500000,"Drama"
"15018",96188903,2.8e+07,"Action"
"15027",152263880,5.5e+07,"Comedy"
"15032",3606395,4500000,"Drama"
"15055",2995811,1e+07,"Drama"
"15070",801000,5500000,"Horror"
"15075",25,4,"Drama"
"15087",49050886,2.1e+07,"Comedy"
"15088",30638,5641880,"Adventure"
"15090",75700498,1.5e+07,"Comedy"
"15113",10652498,1.2e+07,"Drama"
"15127",23580000,2.5e+07,"Action"
"15152",7810000,4.5e+07,"Adventure"
"15154",623933331,2e+08,"Adventure"
"15159",83761844,5e+07,"Family"
"15160",6110000,1e+07,"Action"
"15161",46488,7e+06,"Crime"
"15186",115664037,3.5e+07,"Horror"
"15187",4270000,967686,"Comedy"
"15193",39340177,3.5e+07,"Comedy"
"15200",867714,8e+05,"Crime"
"15203",310669540,2e+08,"Action"
"15236",1e+06,1e+05,"Action"
"15242",16566240,3500000,"Drama"
"15243",98159963,7.5e+07,"Action"
"15258",19152480,1987650,"Drama"
"15266",335154643,1.5e+08,"Adventure"
"15282",288347692,1e+08,"Comedy"
"15290",90029656,4e+07,"Comedy"
"15300",77477008,3.5e+07,"Comedy"
"15336",706000,9e+06,"Comedy"
"15344",10539000,4.7e+07,"Action"
"15345",177238796,1.1e+08,"Thriller"
"15349",1066969703,2e+08,"Animation"
"15358",13831503,2e+06,"Drama"
"15373",752600867,1.65e+08,"Comedy"
"15409",698491347,6.8e+07,"Adventure"
"15410",5024782,1.5e+07,"Comedy"
"15416",754249,1.3e+07,"Fantasy"
"15423",318502923,1.5e+08,"Action"
"15464",126248813,4e+07,"Action"
"15473",543513985,6.9e+07,"Animation"
"15481",825532764,1.6e+08,"Action"
"15482",271430189,8e+07,"Comedy"
"15484",215283742,1.5e+08,"Fantasy"
"15488",261930431,1.17e+08,"Action"
"15497",357852395,4e+07,"Action"
"15500",317000,1.5e+07,"Drama"
"15505",34705850,3500000,"Comedy"
"15517",293329073,1.1e+08,"Action"
"15531",3547209,4.7e+07,"Science Fiction"
"15535",3200000,4500000,"Drama"
"15541",86387857,6.9e+07,"Comedy"
"15545",93246388,3.5e+07,"Comedy"
"15572",3.6e+07,12902809,"Action"
"15580",48190704,4.4e+07,"Drama"
"15582",170432927,1e+08,"Action"
"15604",1040000,322000,"Adventure"
"15609",274470394,8e+07,"Thriller"
"15610",47664559,6e+07,"Action"
"15614",1e+06,5e+06,"Drama"
"15629",6814789,1.2e+07,"Adventure"
"15631",744816,4500000,"Comedy"
"15654",83188165,2.4e+07,"Comedy"
"15657",34100000,2.5e+07,"Fantasy"
"15671",7022728,1e+07,"Comedy"
"15681",125400,5e+06,"Drama"
"15685",967000,3e+07,"Crime"
"15690",823258,823258,"Comedy"
"15697",67738090,1800000,"Horror"
"15707",65464324,2e+07,"Crime"
"15721",49830607,1.9e+07,"Comedy"
"15733",57,1e+06,"Documentary"
"15736",31327899,2e+07,"Action"
"15737",159291809,3e+07,"Drama"
"15743",42045846,3.2e+07,"Comedy"
"15772",80547866,2e+07,"Horror"
"15777",300228084,6e+07,"Action"
"15799",224920315,4e+07,"Drama"
"15808",154026136,3.7e+07,"Crime"
"15815",74952305,8e+06,"Comedy"
"15816",204594016,6e+07,"Drama"
"15817",617000,30000,"Drama"
"15828",1755212,1.4e+07,"Romance"
"15830",134748021,7e+07,"Drama"
"15835",140073390,8e+07,"Animation"
"15836",112483764,8.5e+07,"Comedy"
"15852",6491240,8e+06,"Comedy"
"15872",111731,3800000,"Comedy"
"15874",2,1,"Romance"
"15890",24145613,2e+07,"Drama"
"15893",60251371,3.5e+07,"Drama"
"15895",33583175,1e+07,"Horror"
"15897",32005248,2e+07,"Comedy"
"15898",105610124,3.8e+07,"Comedy"
"15899",3045943,30000,"Documentary"
"15903",9479718,2.2e+07,"Drama"
"15909",7871522,2e+06,"Documentary"
"15911",4242978,5e+05,"Drama"
"15916",6732980,12500000,"Drama"
"15917",55125,4e+06,"Drama"
"15918",7,7,"Comedy"
"15923",9455232,1.5e+07,"Drama"
"15931",5602431,1.8e+07,"Animation"
"15960",6900000,2270000,"Drama"
"15965",98017,5e+05,"Comedy"
"15967",851517,2.2e+07,"Horror"
"15973",117224271,2e+07,"Comedy"
"15990",71664962,5.8e+07,"Action"
"15996",19829957,2.5e+07,"Drama"
"16015",5285197,1.2e+07,"Crime"
"16020",47355187,8700000,"Romance"
"16021",41424067,4e+06,"Drama"
"16032",177512032,3e+06,"Horror"
"16049",105197635,5e+07,"Drama"
"16054",136150434,2e+07,"Horror"
"16055",211780824,6.5e+07,"Comedy"
"16058",35692920,1.8e+07,"Adventure"
"16059",321887208,1.3e+08,"Animation"
"16067",327803731,1.3e+07,"Drama"
"16078",24188922,2.2e+07,"Drama"
"16115",167805466,1e+08,"Action"
"16116",58785180,4e+07,"Comedy"
"16118",51148651,3e+07,"Romance"
"16122",3453043,8e+06,"Action"
"16124",871279,1.8e+07,"Crime"
"16129",954305868,2.5e+08,"Adventure"
"16130",414211549,1.5e+07,"Drama"
"16131",591794936,2.6e+08,"Animation"
"16145",93617009,2.5e+07,"Drama"
"16146",123820,4500000,"Comedy"
"16162",453079,7e+06,"Comedy"
"16181",1083683,12500000,"Crime"
"16190",4644108,2.5e+07,"Drama"
"16191",66821036,1e+07,"Science Fiction"
"16207",43165571,1.7e+07,"Drama"
"16210",102820008,3e+07,"Drama"
"16211",415686217,1.55e+08,"Adventure"
"16212",416498,65000,"Romance"
"16221",278731369,1e+08,"Action"
"16260",52604,2500000,"Horror"
"16275",16504936,2.7e+07,"Action"
"16279",252276927,3.8e+07,"Drama"
"16280",400062763,1.7e+08,"Adventure"
"16281",18124262,8e+06,"Comedy"
"16287",48668907,1.2e+08,"Comedy"
"16289",8454301,3e+07,"Comedy"
"16292",4882577,1.5e+07,"Drama"
"16332",23081726,2.4e+07,"Crime"
"16338",5129058,5e+06,"Drama"
"16347",310650585,1e+08,"Comedy"
"16348",237382724,1.12e+08,"Comedy"
"16361",3218666,7e+06,"Action"
"16379",20719451,2.5e+07,"Drama"
"16380",89519773,5.5e+07,"Drama"
"16384",145570827,3.7e+07,"Fantasy"
"16385",5476793,5e+06,"Comedy"
"16390",201584141,8e+07,"Comedy"
"16419",187716,1500000,"Documentary"
"16422",7644937,7e+06,"Drama"
"16438",227817248,1.2e+08,"Action"
"16443",20348249,3e+07,"Drama"
"16444",11087569,4.2e+07,"Adventure"
"16452",7.6e+07,9100000,"Thriller"
"16464",88100000,4e+07,"Adventure"
"16484",15500000,1.1e+07,"Horror"
"16493",174822325,1.63e+08,"Action"
"16533",67112664,7e+07,"Comedy"
"16536",2019000,1119000,"Drama"
"16573",161849455,2.7e+07,"Thriller"
"16586",572809,2e+06,"Thriller"
"16622",147780440,2.5e+07,"Comedy"
"16624",85412898,4e+07,"Crime"
"16625",96047633,3.7e+07,"Drama"
"16665",2500000,93,"Comedy"
"16670",20529194,1.5e+07,"Drama"
"16671",130786397,3e+07,"Action"
"16672",108609310,3e+07,"Action"
"16676",189712432,3.6e+07,"Animation"
"16693",4349187,1e+07,"Comedy"
"16697",1068682,1e+07,"Mystery"
"16706",97552050,4e+07,"Adventure"
"16732",1500000,6e+06,"Comedy"
"16738",28931401,5e+07,"Fantasy"
"16739",245724603,1.35e+08,"Animation"
"16741",6928068,1.9e+07,"Comedy"
"16743",127869379,50200000,"Science Fiction"
"16761",51070807,4e+07,"Action"
"16762",83160734,3.6e+07,"Comedy"
"16763",27122040,2.5e+07,"Adventure"
"16764",144492830,5e+07,"Action"
"16769",20967660,10400000,"War"
"16770",202466756,7e+07,"Action"
"16781",1,592,"Romance"
"16786",9069,1e+07,"Comedy"
"16789",38992758,1.5e+08,"Adventure"
"16799",21500000,1.5e+07,"Action"
"16819",214918407,8e+07,"Romance"
"16828",89162162,4.2e+07,"Fantasy"
"16829",83615414,3.2e+07,"Crime"
"16830",324138,2500000,"Comedy"
"16833",4159678,3500000,"Fantasy"
"16834",147332697,3.2e+07,"Thriller"
"16843",89792502,8.2e+07,"Action"
"16854",1749457,8e+06,"Comedy"
"16858",3770657,6e+06,"Drama"
"16885",97009150,1500000,"Horror"
"16889",748453,3e+06,"Action"
"16893",10654385,10831173,"Drama"
"16900",753808,6500000,"Drama"
"16910",43,3,"Drama"
"16912",72417394,2.1e+07,"Family"
"16914",204940,1.2e+07,"Crime"
"16918",183953723,6.3e+07,"Animation"
"16931",2119994,1.9e+07,"Family"
"16936",17555141,6e+06,"Adventure"
"16947",63782078,3e+07,"Action"
"16953",8786756,1500000,"Action"
"16959",4800080,3e+06,"Drama"
"16963",45735397,4e+07,"Comedy"
"16964",97138686,4e+07,"Horror"
"16965",484635760,9e+07,"Animation"
"16966",6775121,14734000,"Action"
"16973",21817298,7400000,"Drama"
"16975",449326618,1.5e+08,"Adventure"
"16981",4627375,1.5e+07,"Drama"
"16990",65584679,4e+06,"Comedy"
"17032",114156230,3.8e+07,"Drama"
"17053",626137675,1.25e+08,"Action"
"17078",208475,3900000,"Drama"
"17091",7103838,6800000,"Drama"
"17103",47088990,1.8e+07,"Family"
"17104",59901913,3.5e+07,"Comedy"
"17108",288383523,32500000,"Comedy"
"17109",78309131,6e+07,"Action"
"17114",71904,2500000,"Drama"
"17116",970816,2.1e+07,"Drama"
"17125",1045713802,3.8e+08,"Adventure"
"17126",151119219,3e+07,"Fantasy"
"17131",54674226,3.2e+07,"Drama"
"17137",254455986,8e+07,"Comedy"
"17157",563706,2e+06,"Comedy"
"17159",14624826,4317946,"Documentary"
"17165",40492759,1.6e+07,"Thriller"
"17185",120000,9500000,"Crime"
"17197",7306,2e+06,"Crime"
"17202",4300000,3906840,"Crime"
"17205",3964682,14350531,"Action"
"17214",665692281,1.5e+08,"Animation"
"17218",353624124,1.6e+08,"Action"
"17228",1.02e+08,3e+07,"Drama"
"17235",2614773,5e+06,"Comedy"
"17238",5332926,3200000,"Drama"
"17239",260095987,5e+07,"Thriller"
"17273",219851172,2e+08,"Adventure"
"17283",187361754,5.5e+07,"Comedy"
"17284",216197492,2e+07,"Comedy"
"17286",60072596,2e+07,"Comedy"
"17294",1123746996,1.95e+08,"Action"
"17295",36160375,3e+07,"Comedy"
"17297",26121638,49900000,"Comedy"
"17306",14166853,2e+07,"Comedy"
"17343",69055695,3.2e+07,"Action"
"17358",169852759,8e+07,"Comedy"
"17359",1.17e+08,3.5e+07,"Comedy"
"17362",559852396,2e+08,"Animation"
"17373",551,337,"Adventure"
"17374",498974,1e+07,"Horror"
"17422",18035000,4090000,"Action"
"17433",17425000,2e+07,"Adventure"
"17438",1.342e+09,1.25e+08,"Family"
"17440",78054825,1.5e+07,"Drama"
"17444",1332231,134005,"Drama"
"17445",370569774,1.4e+08,"Action"
"17448",142851197,5e+07,"Comedy"
"17455",59389433,1.5e+07,"Drama"
"17465",19560274,6e+06,"Action"
"17470",14460000,3e+07,"Animation"
"17482",100,410000,"Crime"
"17499",563749323,1.1e+08,"Animation"
"17505",4634062,2e+07,"Action"
"17509",150483765,3.5e+07,"Romance"
"17523",39300000,2e+07,"Family"
"17528",18,1e+07,"Crime"
"17535",741875,15774948,"Crime"
"17569",17273593,1e+07,"Comedy"
"17577",771499,9e+06,"Drama"
"17586",3867000,3837625,"Comedy"
"17589",482860185,9.3e+07,"Thriller"
"17600",75450437,5.2e+07,"Comedy"
"17604",124272124,2.5e+07,"Drama"
"17605",40547440,2.8e+07,"Action"
"17612",18663238,9e+06,"Documentary"
"17626",157887643,4.7e+07,"Horror"
"17628",15478800,2.5e+07,"Crime"
"17629",35387212,1.9e+07,"Comedy"
"17636",8220215,7e+06,"Comedy"
"17643",85564310,2.7e+07,"Family"
"17648",834332,784170,"Comedy"
"17652",36993168,2.5e+07,"Fantasy"
"17653",24922237,1.7e+07,"Horror"
"17654",1776935,1e+05,"Drama"
"17658",382946,7e+06,"Drama"
"17664",33245,650000,"Drama"
"17667",45636368,2e+07,"Drama"
"17668",60965854,4e+07,"Action"
"17672",103735,3e+06,"Documentary"
"17678",5774854,1.3e+07,"Drama"
"17689",48795021,9e+07,"Adventure"
"17691",10130000,8e+06,"Comedy"
"17726",1104682,4e+06,"Horror"
"17734",1759252,1e+07,"Drama"
"17741",30551495,2.4e+07,"Romance"
"17749",10126458,2.8e+07,"Horror"
"17751",137551594,6e+07,"Drama"
"17758",10324441,2.5e+07,"Drama"
"17759",110206216,5e+07,"Drama"
"17773",163265,8e+06,"Drama"
"17819",1519557910,2.2e+08,"Science Fiction"
"17823",27462041,1.5e+07,"Drama"
"17829",23057115,2.5e+07,"Action"
"17836",75993061,12500000,"Drama"
"17842",171760,5e+05,"Horror"
"17843",57777106,6.6e+07,"Action"
"17846",8500000,6250000,"Comedy"
"17848",101236,17000,"Action"
"17849",39187783,8e+06,"Comedy"
"17858",133432856,1.5e+07,"Drama"
"17879",6.2e+07,26400000,"Action"
"17898",3099314,5e+06,"Thriller"
"17902",27046,5e+06,"Mystery"
"17904",253899,4e+06,"Drama"
"17936",299268508,1.1e+08,"Action"
"17964",63543328,2.4e+07,"Drama"
"17965",28128670,3.5e+07,"Horror"
"17974",6038942,7e+06,"Drama"
"17980",132274484,7.5e+07,"Adventure"
"17981",173930596,4e+07,"Action"
"17987",46495,1.4e+07,"Drama"
"17988",27603069,2.5e+07,"Comedy"
"17990",19504039,3500000,"Thriller"
"17997",205703818,5e+06,"Horror"
"18007",160078586,4.5e+07,"Crime"
"18008",82087155,3.5e+07,"Thriller"
"18010",11790979,2.5e+07,"Drama"
"18011",17693675,6500000,"Drama"
"18029",30426096,2e+07,"Comedy"
"18030",38502340,5e+07,"Drama"
"18040",13380561,1.2e+07,"Adventure"
"18042",2527904,3e+07,"Action"
"18046",15395087,3e+07,"Drama"
"18064",152930623,7.5e+07,"Action"
"18065",84606030,3.5e+07,"Drama"
"18067",3696232,1.7e+07,"Action"
"18070",371940071,1.3e+08,"Adventure"
"18093",185770160,1.7e+08,"Adventure"
"18094",841733,2e+06,"Drama"
"18095",9612469,3.6e+07,"Crime"
"18101",226904017,7.5e+07,"Fantasy"
"18102",149673788,7.9e+07,"Comedy"
"18110",5728213,19100000,"Drama"
"18111",2128186,2e+07,"Action"
"18128",355688,4e+06,"Comedy"
"18130",33662874,2.9e+07,"Action"
"18134",100915,8e+06,"Drama"
"18147",177243185,2e+07,"Comedy"
"18148",3542353,250000,"Drama"
"18149",165184237,4.5e+07,"Comedy"
"18151",712171856,1.1e+08,"Adventure"
"18156",177584879,6.6e+07,"Drama"
"18157",2.4e+07,4.5e+07,"Drama"
"18158",35057696,6400000,"Drama"
"18171",484592,8000,"Drama"
"18185",25034000,3062000,"Drama"
"18189",9400000,10500000,"Action"
"18192",16810383,1.5e+07,"Drama"
"18200",17511906,1e+07,"Drama"
"18206",34942188,2.5e+07,"Comedy"
"18207",55247881,4e+07,"Drama"
"18218",972512,1.2e+07,"Crime"
"18219",150406466,1.3e+08,"Animation"
"18235",3878993,12500000,"Drama"
"18238",3142154,5e+06,"Mystery"
"18239",9489829,5.5e+07,"Action"
"18240",312573423,1e+08,"Action"
"18243",6892000,2361000,"Comedy"
"18245",691210692,7.5e+07,"Science Fiction"
"18253",1084939099,2.5e+08,"Action"
"18256",276572938,1.3e+08,"Action"
"18259",334615000,1.25e+08,"Adventure"
"18260",225861,45202,"Documentary"
"18268",1072602,7700000,"Drama"
"18286",22939027,1.2e+07,"Comedy"
"18289",142044638,5.6e+07,"Comedy"
"18290",694713380,1.45e+08,"Action"
"18292",120081841,5e+07,"Drama"
"18294",232617430,9e+07,"Thriller"
"18295",64626786,3e+07,"Horror"
"18298",342695435,7.5e+07,"Comedy"
"18299",5634828,8e+06,"Drama"
"18307",303877,1e+07,"Drama"
"18339",101758490,1e+06,"Thriller"
"18342",63100000,2.5e+07,"Thriller"
"18357",95404397,3.7e+07,"Drama"
"18359",114956699,1.3e+07,"History"
"18382",22000,3e+06,"Horror"
"18383",160112671,7e+07,"Fantasy"
"18384",77278331,2.5e+07,"Action"
"18385",46221189,4.2e+07,"Action"
"18396",33372606,2.3e+07,"Action"
"18445",25562924,5e+06,"Horror"
"18447",12355798,1.7e+07,"Action"
"18457",50365377,5.8e+07,"Drama"
"18460",95311434,9.4e+07,"Drama"
"18466",426480871,1.3e+07,"Drama"
"18468",36893721,4e+07,"Action"
"18473",868439,1.5e+07,"Drama"
"18474",78396,750000,"Horror"
"18478",24719215,4e+07,"Adventure"
"18485",22772019,5e+06,"Comedy"
"18493",51723285,1.3e+07,"Action"
"18500",1.45e+08,1.5e+07,"Science Fiction"
"18501",127730736,1.7e+07,"Drama"
"18510",807535,1.1e+07,"Thriller"
"18525",208076205,8.5e+07,"Action"
"18526",196114570,3e+07,"Drama"
"18534",1e+06,250000,"Comedy"
"18550",1243961,850000,"Comedy"
"18555",355692760,7.9e+07,"Adventure"
"18572",393816,2e+06,"Comedy"
"18575",4.3e+07,5650000,"Comedy"
"18584",5837674,2.3e+07,"Drama"
"18589",530048,4e+06,"Drama"
"18610",149217355,5.7e+07,"Action"
"18666",34522221,1e+06,"Drama"
"18668",1e+08,1.2e+07,"Comedy"
"18669",348840316,7e+07,"Animation"
"18671",7448385,4.1e+07,"Comedy"
"18675",81272766,1.2e+07,"Action"
"18679",156974557,6.5e+07,"Action"
"18686",284139100,2.6e+08,"Action"
"18714",209696,4798235,"Horror"
"18722",610986,1e+07,"Drama"
"18724",201585328,4.2e+07,"Action"
"18725",4417580,1e+07,"Drama"
"18736",32204030,2e+07,"Action"
"18740",25345000,4e+06,"Adventure"
"18743",11212294,1.2e+07,"Science Fiction"
"18773",34564651,5e+06,"Drama"
"18780",3.01e+08,1.5e+08,"Adventure"
"18790",8135031,7500000,"Action"
"18794",234989584,5e+07,"Comedy"
"18796",4105187,1100000,"Action"
"18797",66486080,3e+07,"Horror"
"18821",30905,930000,"Comedy"
"18825",13101672,2e+06,"Horror"
"18829",54819301,3e+07,"Comedy"
"18830",29657751,2.6e+07,"Crime"
"18833",183018522,8.5e+07,"Adventure"
"18834",303025485,2.09e+08,"Thriller"
"18842",136836156,1e+07,"Drama"
"18879",53909751,3e+07,"Comedy"
"18895",96070507,1.2e+07,"Comedy"
"18896",99357138,2.5e+07,"Drama"
"18902",2556911,6400000,"Drama"
"18907",40346186,3e+07,"Action"
"18918",37710610,6600000,"Comedy"
"18925",245527149,1.5e+08,"Comedy"
"18954",179379533,6.5e+07,"Comedy"
"18973",624026776,2.25e+08,"Action"
"18974",396600000,1.7e+08,"Adventure"
"18987",1428291,1.2e+07,"Comedy"
"18991",118338361,6e+07,"Animation"
"18996",403170142,1.3e+08,"Science Fiction"
"19000",9206470,5e+06,"Comedy"
"19005",55089,1e+07,"Drama"
"19014",24159934,3.5e+07,"Comedy"
"19017",68263166,1.6e+07,"Comedy"
"19020",1.6e+07,1200000,"Thriller"
"19028",17479,2e+07,"War"
"19042",29007412,12468389,"Comedy"
"19046",6063556,20500000,"Drama"
"19048",22044277,4e+07,"Drama"
"19050",161001698,1.4e+07,"Drama"
"19051",4007792,750000,"Comedy"
"19052",746921274,1.45e+08,"Animation"
"19059",3200000,125000,"Drama"
"19072",538983207,1.85e+08,"Animation"
"19079",8303261,9e+06,"Romance"
"19080",79700000,4e+07,"Romance"
"19081",73244881,1.7e+07,"Romance"
"19083",112265139,6.9e+07,"Action"
"19087",1163967,4600000,"Action"
"19095",9622846,1.2e+07,"History"
"19100",59418613,7.5e+07,"Comedy"
"19101",9636289,1e+07,"Comedy"
"19110",549368315,5e+07,"Comedy"
"19113",167221571,7e+06,"Drama"
"19122",8784318,2.5e+07,"Adventure"
"19130",752215857,2.15e+08,"Action"
"19140",877244782,9.5e+07,"Animation"
"19141",21107746,1800000,"Drama"
"19145",12434778,1.6e+07,"Drama"
"19152",82966152,4.5e+07,"Crime"
"19181",68267862,6.8e+07,"Comedy"
"19187",1653792,8e+06,"Comedy"
"19195",3665069,1e+07,"Crime"
"19219",198802074,1.25e+08,"Action"
"19259",1378,1,"Comedy"
"19262",1108561013,2e+08,"Action"
"19272",114281051,3e+07,"Drama"
"19308",107139399,6e+07,"Family"
"19309",77112176,2.2e+07,"Comedy"
"19317",4.9e+07,8e+06,"Drama"
"19324",14400000,2e+06,"Action"
"19335",31083599,3.5e+07,"Crime"
"19341",53676580,2.6e+07,"Crime"
"19343",8493728,5e+06,"Horror"
"19345",3010,3e+06,"Horror"
"19355",85446075,1.4e+07,"Horror"
"19358",48531470,2.5e+07,"Comedy"
"19360",9627492,1.7e+07,"Horror"
"19377",11947954,3e+06,"Comedy"
"19378",13231461,6e+06,"Drama"
"19385",115350426,1.7e+07,"Comedy"
"19386",16863583,2e+07,"Action"
"19395",47042000,3e+07,"Action"
"19398",58058367,7e+07,"Comedy"
"19409",3325038,2500000,"Science Fiction"
"19419",240159255,6.5e+07,"Action"
"19430",28258060,3.2e+07,"Drama"
"19433",41037742,5e+07,"Action"
"19436",35485056,1.2e+07,"Drama"
"19456",48126384,7e+06,"Crime"
"19461",33400000,1.3e+07,"Drama"
"19462",16800000,3800000,"Drama"
"19467",23859,250000,"Documentary"
"19468",1620436,2e+06,"Action"
"19469",24637469,1.4e+07,"Drama"
"19472",13551174,1.4e+07,"Thriller"
"19474",376141306,4.5e+07,"Action"
"19475",1353868,12500000,"Thriller"
"19487",7594693,8e+06,"Drama"
"19488",44287131,6900000,"Horror"
"19496",33400000,2500000,"Documentary"
"19506",12250,9500000,"Drama"
"19509",1120000,947000,"Romance"
"19519",25762027,15400000,"Drama"
"19531",32726956,1.2e+07,"Documentary"
"19557",35287788,3.9e+07,"Animation"
"19562",77712439,3e+06,"Horror"
"19570",358375603,8.5e+07,"Animation"
"19591",232324128,44500000,"Drama"
"19592",19422261,1.5e+07,"Comedy"
"19615",13521829,3e+07,"Comedy"
"19638",4100000,1400000,"Action"
"19654",142817992,5e+06,"Horror"
"19668",30353232,4.5e+07,"Action"
"19670",130482868,1.02e+08,"Drama"
"19682",52302796,2e+07,"Thriller"
"19688",352810,2500000,"Drama"
"19708",37930465,1.5e+07,"Crime"
"19711",9138338,1e+06,"Drama"
"19723",376597,5e+05,"Drama"
"19727",471222889,1.65e+08,"Family"
"19728",946461,1.7e+07,"Comedy"
"19732",205738714,2.1e+07,"Drama"
"19733",161772375,3.1e+07,"Drama"
"19736",609016565,1.2e+08,"Adventure"
"19740",15608545,1.5e+07,"Action"
"19762",3358,2500000,"Action"
"19772",2106557,3.5e+07,"Action"
"19773",29844753,8900000,"Drama"
"19796",31649,5e+06,"Comedy"
"19800",275293450,6.5e+07,"History"
"19815",8.29e+08,1.2e+08,"Adventure"
"19824",44806783,6.5e+07,"War"
"19826",306941670,1.45e+08,"Fantasy"
"19842",66351,1.2e+07,"Crime"
"19859",89237,1e+07,"Drama"
"19863",140470746,3.3e+07,"Music"
"19957",108348,3e+07,"Adventure"
"19972",1021103568,2.5e+08,"Adventure"
"19982",1576687,26350000,"Drama"
"19985",1832541,1.3e+07,"Drama"
"20001",116207,5e+05,"Drama"
"20007",2804874,4437508,"Drama"
"20009",132820716,4e+07,"Thriller"
"20022",4636169,2e+07,"Action"
"20023",116980662,3.5e+07,"Horror"
"20048",41863726,4e+07,"Comedy"
"20051",218340595,6e+07,"Crime"
"20052",425368238,1e+08,"Drama"
"20053",88058786,3.5e+07,"Comedy"
"20061",180274123,4.2e+07,"Thriller"
"20063",441809770,6.1e+07,"Drama"
"20073",610792,2e+07,"Drama"
"20074",59520298,1.1e+07,"Drama"
"20112",18144030,5773100,"Drama"
"20122",119772232,2.5e+07,"Comedy"
"20164",8138788,1.5e+07,"Drama"
"20178",6294161,3730500,"Action"
"20179",11620000,2840000,"Drama"
"20204",47241945,2e+07,"Horror"
"20207",105200903,6e+07,"Crime"
"20215",2521,1.2e+07,"Thriller"
"20217",1969193,2e+07,"Thriller"
"20224",60141683,2500000,"Comedy"
"20263",146497771,1.5e+07,"Horror"
"20265",444098,1e+05,"Drama"
"20274",19701164,5.6e+07,"Thriller"
"20282",419953,6300000,"Thriller"
"20306",4.8e+07,3550000,"Drama"
"20315",32438988,6e+06,"Comedy"
"20325",46216641,3.5e+07,"Action"
"20336",224803475,5e+07,"Fantasy"
"20342",16700000,13400000,"Action"
"20361",2401510,6500000,"Drama"
"20378",25000,9e+05,"Documentary"
"20384",8106475,6e+07,"Romance"
"20411",63372757,3e+07,"Thriller"
"20414",173965010,3.5e+07,"Comedy"
"20443",60052138,6e+07,"Fantasy"
"20448",304654182,9.2e+07,"Action"
"20451",48065672,1.3e+07,"Comedy"
"20458",97594140,2.8e+07,"Romance"
"20459",911466,4e+06,"Drama"
"20463",444575,1e+06,"Documentary"
"20471",1402307,11500000,"Thriller"
"20479",74597643,4e+07,"Animation"
"20489",11176469,3e+06,"Romance"
"20499",42930462,3.5e+07,"Thriller"
"20506",25174316,3500000,"Science Fiction"
"20512",2750275,3e+05,"Comedy"
"20528",197687603,1.95e+08,"Action"
"20530",15179302,5e+06,"Horror"
"20537",371876278,1.3e+08,"Adventure"
"20540",12077441,1.2e+07,"Drama"
"20541",1034589,1e+07,"Thriller"
"20545",491868548,2e+08,"Fantasy"
"20551",585178928,1.35e+08,"Adventure"
"20578",111300,225000,"Foreign"
"20598",27437881,3e+07,"Comedy"
"20599",31724284,5e+06,"Drama"
"20604",11724119,5e+06,"Comedy"
"20620",68572378,1.3e+07,"Crime"
"20621",161025640,7e+07,"Action"
"20664",35485608,1.5e+07,"Drama"
"20671",63327201,4.4e+07,"Action"
"20680",5206,6e+06,"Drama"
"20682",1.8e+07,1.3e+07,"Comedy"
"20696",4900000,3900000,"Drama"
"20721",97542952,1.7e+07,"Horror"
"20722",24261569,2e+07,"Thriller"
"20727",9747,8500000,"Action"
"20738",1404,1200000,"Crime"
"20751",286168572,1.2e+08,"Action"
"20756",432274,2.5e+07,"Thriller"
"20760",95020213,4e+07,"Drama"
"20774",10016934,5500000,"Comedy"
"20785",3428048,1e+07,"Drama"
"20792",78378744,2e+07,"Comedy"
"20800",86175291,2.5e+07,"Thriller"
"20810",2861020,1200000,"Drama"
"20818",64076736,3860000,"Action"
"20830",126041322,3.2e+07,"Action"
"20831",1215439994,2e+08,"Action"
"20843",4820000,6200000,"Drama"
"20844",5446000,4e+07,"Adventure"
"20851",21587700,1e+07,"Drama"
